SampleID,ChromatographyAndPhase,MassSpectrometer,HealthStatus
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS251_RF5_01_7598.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS252_RF6_01_7599.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS253_RF7_01_7600.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS254_RF8_01_7601.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS255_RF9_01_7602.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS256_RF10_01_7603.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS257_RF11_01_7604.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS258_RF12_01_7605.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS259_RG1_01_7607.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS25_RC1_01_7334.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS260_RG2_01_7608.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS261_RG3_01_7609.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS262_RG4_01_7610.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS263_RG5_01_7611.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS264_RG6_01_7612.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS265_RG7_01_7613.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS266_RG8_01_7614.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS267_RG9_01_7615.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS268_RG10_01_7616.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS269_RG11_01_7617.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS26_RC2_01_7335.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS270_RG12_01_7618.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS271_RH1_01_7620.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS272_RH2_01_7621.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS273_RH3_01_7622.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS274_RH4_01_7623.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS275_RH5_01_7624.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS276_RH6_01_7625.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS277_RH7_01_7626.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS278_RH8_01_7627.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS279_RH9_01_7628.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS27_RC3_01_7336.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS280_RA1_01_7634.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS281_RA2_01_7635.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS282_RA3_01_7636.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS283_RA4_01_7637.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS284_RA5_01_7638.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS285_RA6_01_7639.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS286_RA7_01_7640.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS287_RA8_01_7641.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS288_RA9_01_7642.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS289_RA10_01_7643.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS28_RC4_01_7337.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS290_RA11_01_7644.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS291_RA12_01_7645.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS292_RB1_01_7647.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS293_RB2_01_7648.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS294_RB3_01_7649.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS295_RB4_01_7650.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS296_RB5_01_7651.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS297_RB6_01_7652.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS298_RB7_01_7653.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS299_RB8_01_7654.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS29_RC5_01_7338.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS2_RA2_01_7306.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS300_RB9_01_7655.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS301_RB10_01_7656.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS302_RB11_01_7657.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS303_RB12_01_7658.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS304_RC1_01_7660.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS305_RC2_01_7661.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS306_RC3_01_7662.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS307_RC4_01_7663.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS308_RC5_01_7664.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS309_RC6_01_7665.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS30_RC6_01_7339.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS310_RC7_01_7666.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS311_RC8_01_7667.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS312_RC9_01_7668.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS313_RC10_01_7669.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS314_RC11_01_7670.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS315_RC12_01_7671.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS316_RD1_01_7673.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS317_RD2_01_7674.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS318_RD3_01_7675.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS319_RD4_01_7676.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS31_RC7_01_7340.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS320_RD5_01_7677.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS321_RD6_01_7678.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS322_RD7_01_7679.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS323_RD8_01_7680.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS324_RD9_01_7681.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS325_RD10_01_7682.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS326_RD11_01_7683.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS327_RD12_01_7684.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS328_RE1_01_7686.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS329_RE2_01_7687.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS32_RC8_01_7341.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS330_RE3_01_7688.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS331_RE4_01_7689.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS332_RE5_01_7690.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS333_RE6_01_7691.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS334_RE7_01_7692.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS335_RE8_01_7693.mzML,reverse phase (C18),impact Series,unhealthy
MSV000080918/ccms_peak/Steatohepatitis progresses to cancer via immunosuppression of HCC directed CD8+ T cells/SS336_RE9_01_7694.mzML,reverse phase (C18),impact Series,unhealthy
